"testNo","algorithm","Input.SNR","utterances","phonemes","filename","pesq","pesqImp","segSNR","segSNRImp","testName","MOS","MOSle","CMOS","PRRcorr","PRRacc","PRRdels","PRRsubs","PRRinss","PRRn","PRRcorrImp","PRRaccImp"
7,"phonememodifiedOnline",-3,NA,10,"phonememodifiedOnline_010ph-3dB.wav",2.530749,-0.057132,15.386666,-9.688893,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,52.51,5.71,38,170,205,438,-0.230000000000004,1.14
7,"phonememodifiedOnline",-3,NA,50,"phonememodifiedOnline_050ph-3dB.wav",2.540898,-0.046983,15.168652,-9.906907,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,52.28,4.79,40,169,208,438,-0.460000000000001,0.22
7,"phonememodifiedOnline",0,NA,1,"phonememodifiedOnline_001ph00dB.wav",2.564749,-0.172015,14.324804,-13.165125,"SoI = c3s(m)
Noise = c3f(m)",3.1,2.9,0,54.11,8.45,31,170,200,438,-1.83,-1.82
7,"phonememodifiedOnline",3,NA,1,"phonememodifiedOnline_001ph03dB.wav",2.702539,-0.195061,12.947419,-16.202568,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,54.57,7.76,33,166,205,438,-2.28,-2.51
7,"phonememodifiedOnline",3,NA,5,"phonememodifiedOnline_005ph03dB.wav",2.799293,-0.098307,11.669839,-17.480148,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,57.08,8.68,32,156,212,438,0.229999999999997,-1.59
7,"phonememodifiedOnline",3,NA,10,"phonememodifiedOnline_010ph03dB.wav",2.820833,-0.076768,10.887448,-18.262539,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,57.76,9.82,30,155,210,438,0.909999999999997,-0.449999999999999
7,"phonememodifiedOnline",3,NA,50,"phonememodifiedOnline_050ph03dB.wav",2.831085,-0.066516,10.79423,-18.355757,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,57.99,10.05,31,153,210,438,1.14,-0.219999999999999
7,"phonememodifiedOnline",6,NA,1,"phonememodifiedOnline_001ph06dB.wav",2.843202,-0.210543,13.910662,-16.646148,"SoI = c3s(m)
Noise = c3f(m)",3,3,0,55.71,9.13,33,161,204,438,-2.28,-2.51
7,"phonememodifiedOnline",6,NA,5,"phonememodifiedOnline_005ph06dB.wav",2.90264,-0.151106,12.388792,-18.168018,"SoI = c3s(m)
Noise = c3f(m)",2,2,-2,56.85,11.19,30,159,200,438,-1.14,-0.450000000000001
7,"phonememodifiedOnline",6,NA,10,"phonememodifiedOnline_010ph06dB.wav",2.965086,-0.088659,11.249391,-19.307419,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,57.53,10.73,30,156,205,438,-0.460000000000001,-0.91
7,"phonememodifiedOnline",6,NA,50,"phonememodifiedOnline_050ph06dB.wav",2.977737,-0.076008,10.979178,-19.577631,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,58.22,10.96,30,153,207,438,0.229999999999997,-0.68
7,"phonememodifiedSupervised",-6,NA,1,"phonememodifiedSupervised_001ph-6dB.wav",2.416484,-0.031764,15.917938,-0.002095,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,50.23,3.42,36,182,205,438,0,0
7,"phonememodifiedSupervised",-6,NA,5,"phonememodifiedSupervised_005ph-6dB.wav",2.225704,-0.222544,7.747861,-8.172173,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,45.21,0.23,47,193,197,438,-5.02,-3.19
7,"phonememodifiedSupervised",-6,NA,10,"phonememodifiedSupervised_010ph-6dB.wav",2.102569,-0.345679,9.392346,-6.527688,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,48.4,1.6,37,189,205,438,-1.83,-1.82
7,"phonememodifiedSupervised",-6,NA,50,"phonememodifiedSupervised_050ph-6dB.wav",2.416492,-0.031756,15.912568,-0.007466,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,50.23,3.42,36,182,205,438,0,0
7,"phonememodifiedSupervised",-3,NA,1,"phonememodifiedSupervised_001ph-3dB.wav",2.552815,-0.035066,25.069778,-0.005781,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,52.74,4.57,43,164,211,438,0,0
7,"phonememodifiedSupervised",-3,NA,5,"phonememodifiedSupervised_005ph-3dB.wav",2.501598,-0.086283,18.296548,-6.779012,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,43.84,3.2,35,211,178,438,-8.9,-1.37
7,"phonememodifiedSupervised",-3,NA,10,"phonememodifiedSupervised_010ph-3dB.wav",2.384177,-0.203704,17.24079,-7.834769,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,51.6,2.28,43,169,216,438,-1.14,-2.29
7,"phonememodifiedSupervised",-3,NA,50,"phonememodifiedSupervised_050ph-3dB.wav",2.473801,-0.11408,19.592588,-5.482971,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,52.28,2.74,43,166,217,438,-0.460000000000001,-1.83
7,"phonememodifiedSupervised",3,NA,1,"phonememodifiedSupervised_001ph03dB.wav",2.852955,-0.044645,29.14461,-0.005377,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,56.85,10.27,32,157,204,438,0,0
7,"phonememodifiedSupervised",3,NA,5,"phonememodifiedSupervised_005ph03dB.wav",2.502763,-0.394837,9.540624,-19.609363,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,49.32,7.76,42,180,182,438,-7.53,-2.51
7,"phonememodifiedSupervised",3,NA,10,"phonememodifiedSupervised_010ph03dB.wav",2.464233,-0.433367,15.821494,-13.328493,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,55.02,9.82,35,162,198,438,-1.83,-0.449999999999999
7,"phonememodifiedSupervised",3,NA,50,"phonememodifiedSupervised_050ph03dB.wav",2.852961,-0.04464,29.13428,-0.015707,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,56.62,9.82,32,158,205,438,-0.230000000000004,-0.449999999999999
7,"phonememodifiedSupervised",6,NA,1,"phonememodifiedSupervised_001ph06dB.wav",3.00245,-0.051295,30.552028,-0.004781,"SoI = c3s(m)
Noise = c3f(m)",2,2,0,57.99,11.64,31,153,203,438,0,0
7,"phonememodifiedSupervised",6,NA,5,"phonememodifiedSupervised_005ph06dB.wav",2.897551,-0.156194,17.296871,-13.259939,"SoI = c3s(m)
Noise = c3f(m)",2,2,-1,50.23,9.13,48,170,180,438,-7.76000000000001,-2.51
7,"phonememodifiedSupervised",6,NA,10,"phonememodifiedSupervised_010ph06dB.wav",2.790022,-0.263723,20.597108,-9.959702,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,57.08,8.45,33,155,213,438,-0.910000000000004,-3.19
7,"phonememodifiedSupervised",6,NA,50,"phonememodifiedSupervised_050ph06dB.wav",3.00245,-0.051296,30.545025,-0.011784,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,57.99,11.64,31,153,203,438,0,0
7,"phonememohammadiaOnline",-6,NA,1,"phonememohammadiaOnline_001ph-6dB.wav",1.461371,-0.986877,9.568513,-6.351521,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,39.04,-16.89,41,226,245,438,-11.19,-20.31
7,"phonememohammadiaOnline",-6,NA,5,"phonememohammadiaOnline_005ph-6dB.wav",1.242472,-1.205776,9.681137,-6.238897,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,36.76,-18.04,37,240,240,438,-13.47,-21.46
7,"phonememohammadiaOnline",-6,NA,10,"phonememohammadiaOnline_010ph-6dB.wav",1.139812,-1.308436,9.800127,-6.119907,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,39.5,-19.18,49,216,257,438,-10.73,-22.6
7,"phonememohammadiaOnline",-6,NA,50,"phonememohammadiaOnline_050ph-6dB.wav",1.630159,-0.818089,9.601903,-6.318131,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,38.36,-18.26,42,228,248,438,-11.87,-21.68
7,"phonememohammadiaOnline",-6,NA,100,"phonememohammadiaOnline_100ph-6dB.wav",1.427231,-1.021017,9.920858,-5.999176,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,38.13,-19.18,43,228,251,438,-12.1,-22.6
7,"phonememohammadiaOnline",-6,NA,500,"phonememohammadiaOnline_500ph-6dB.wav",1.536044,-0.912204,9.850524,-6.06951,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,39.04,-18.26,43,224,251,438,-11.19,-21.68
7,"phonememohammadiaOnline",-3,NA,1,"phonememohammadiaOnline_001ph-3dB.wav",1.458157,-1.129724,9.759098,-15.316461,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,38.81,-18.95,47,221,253,438,-13.93,-23.52
7,"phonememohammadiaOnline",-3,NA,5,"phonememohammadiaOnline_005ph-3dB.wav",1.479826,-1.108055,10.195154,-14.880405,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,40.64,-17.58,55,205,255,438,-12.1,-22.15
7,"phonememohammadiaOnline",-3,NA,10,"phonememohammadiaOnline_010ph-3dB.wav",1.238779,-1.349102,10.004892,-15.070668,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,39.5,-16.67,49,216,246,438,-13.24,-21.24
7,"phonememohammadiaOnline",-3,NA,50,"phonememohammadiaOnline_050ph-3dB.wav",1.199755,-1.388126,10.041164,-15.034395,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,39.04,-15.75,39,228,240,438,-13.7,-20.32
7,"phonememohammadiaOnline",-3,NA,100,"phonememohammadiaOnline_100ph-3dB.wav",1.345454,-1.242427,10.201135,-14.874424,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,40.41,-19.63,51,210,263,438,-12.33,-24.2
7,"phonememohammadiaOnline",-3,NA,500,"phonememohammadiaOnline_500ph-3dB.wav",1.272991,-1.31489,9.911867,-15.163692,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,37.67,-16.21,37,236,236,438,-15.07,-20.78
7,"phonememohammadiaOnline",0,NA,1,"phonememohammadiaOnline_001ph00dB.wav",1.366857,-1.369908,9.270303,-18.219626,"SoI = c3s(m)
Noise = c3f(m)",3.1,3,0,36.53,-12.79,37,241,216,438,-19.41,-23.06
7,"phonememohammadiaOnline",0,NA,5,"phonememohammadiaOnline_005ph00dB.wav",1.326174,-1.410591,10.12185,-17.368079,"SoI = c3s(m)
Noise = c3f(m)",2.8,3.1,-0.3,38.81,-16.44,46,222,242,438,-17.13,-26.71
7,"phonememohammadiaOnline",0,NA,10,"phonememohammadiaOnline_010ph00dB.wav",1.267038,-1.469726,10.201209,-17.28872,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,37.21,-12.56,35,240,218,438,-18.73,-22.83
7,"phonememohammadiaOnline",0,NA,50,"phonememohammadiaOnline_050ph00dB.wav",1.391626,-1.345139,10.103804,-17.386125,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,38.81,-13.24,43,225,228,438,-17.13,-23.51
7,"phonememohammadiaOnline",0,NA,100,"phonememohammadiaOnline_100ph00dB.wav",1.218493,-1.518271,10.198338,-17.291591,"SoI = c3s(m)
Noise = c3f(m)",3.44444444444444,3.77777777777778,0.222222222222222,39.5,-15.07,50,215,239,438,-16.44,-25.34
7,"phonememohammadiaOnline",0,NA,500,"phonememohammadiaOnline_500ph00dB.wav",1.252493,-1.484271,10.401586,-17.088343,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,39.04,-14.84,48,219,236,438,-16.9,-25.11
7,"phonememohammadiaOnline",3,NA,1,"phonememohammadiaOnline_001ph03dB.wav",1.302291,-1.59531,10.580227,-18.56976,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,37.67,-11.64,40,233,216,438,-19.18,-21.91
7,"phonememohammadiaOnline",3,NA,5,"phonememohammadiaOnline_005ph03dB.wav",1.215035,-1.682565,10.060889,-19.089098,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,38.36,-12.79,42,228,224,438,-18.49,-23.06
7,"phonememohammadiaOnline",3,NA,10,"phonememohammadiaOnline_010ph03dB.wav",1.310425,-1.587175,9.866081,-19.283907,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,38.58,-12.56,49,220,224,438,-18.27,-22.83
7,"phonememohammadiaOnline",3,NA,50,"phonememohammadiaOnline_050ph03dB.wav",1.38653,-1.511071,10.36107,-18.788918,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,37.9,-10.73,36,236,213,438,-18.95,-21
7,"phonememohammadiaOnline",3,NA,100,"phonememohammadiaOnline_100ph03dB.wav",1.205057,-1.692543,10.560472,-18.589515,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,36.99,-11.64,31,245,213,438,-19.86,-21.91
7,"phonememohammadiaOnline",3,NA,500,"phonememohammadiaOnline_500ph03dB.wav",1.23505,-1.66255,9.934021,-19.215966,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,38.81,-12.1,48,220,223,438,-18.04,-22.37
7,"phonememohammadiaOnline",6,NA,1,"phonememohammadiaOnline_001ph06dB.wav",1.32122,-1.732526,8.924995,-21.631815,"SoI = c3s(m)
Noise = c3f(m)",3,4,0,38.81,-13.01,46,222,227,438,-19.18,-24.65
7,"phonememohammadiaOnline",6,NA,5,"phonememohammadiaOnline_005ph06dB.wav",1.28671,-1.767035,10.311302,-20.245508,"SoI = c3s(m)
Noise = c3f(m)",2,3,-1,37.67,-11.19,43,230,214,438,-20.32,-22.83
7,"phonememohammadiaOnline",6,NA,10,"phonememohammadiaOnline_010ph06dB.wav",1.216704,-1.837042,10.292653,-20.264157,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,37.67,-9.36,30,243,206,438,-20.32,-21
7,"phonememohammadiaOnline",6,NA,50,"phonememohammadiaOnline_050ph06dB.wav",1.251469,-1.802277,10.258115,-20.298695,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,37.21,-13.01,36,239,220,438,-20.78,-24.65
7,"phonememohammadiaOnline",6,NA,100,"phonememohammadiaOnline_100ph06dB.wav",1.391706,-1.66204,10.343606,-20.213204,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,38.13,-9.59,35,236,209,438,-19.86,-21.23
7,"phonememohammadiaOnline",6,NA,500,"phonememohammadiaOnline_500ph06dB.wav",1.204656,-1.84909,10.093066,-20.463744,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,36.99,-11.19,33,243,211,438,-21,-22.83
7,"phonememohammadiaSupervised",-6,NA,1,"phonememohammadiaSupervised_001ph-6dB.wav",1.085905,-1.362343,12.700483,-3.219551,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,38.36,-18.26,50,220,248,438,-11.87,-21.68
7,"phonememohammadiaSupervised",-6,NA,5,"phonememohammadiaSupervised_005ph-6dB.wav",1.204006,-1.244241,12.607646,-3.312387,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,36.76,-17.58,42,235,238,438,-13.47,-21
7,"phonememohammadiaSupervised",-6,NA,10,"phonememohammadiaSupervised_010ph-6dB.wav",1.275628,-1.17262,12.604535,-3.315498,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,38.36,-17.58,54,216,245,438,-11.87,-21
7,"phonememohammadiaSupervised",-6,NA,50,"phonememohammadiaSupervised_050ph-6dB.wav",1.108944,-1.339304,11.855011,-4.065023,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,37.21,-18.95,44,231,246,438,-13.02,-22.37
7,"phonememohammadiaSupervised",-6,NA,100,"phonememohammadiaSupervised_100ph-6dB.wav",1.11474,-1.333508,12.773026,-3.147007,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,37.44,-17.35,50,224,240,438,-12.79,-20.77
7,"phonememohammadiaSupervised",-6,NA,500,"phonememohammadiaSupervised_500ph-6dB.wav",1.186156,-1.262092,13.097859,-2.822175,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,37.9,-18.95,46,226,249,438,-12.33,-22.37
7,"phonememohammadiaSupervised",-3,NA,1,"phonememohammadiaSupervised_001ph-3dB.wav",1.151362,-1.436519,14.180908,-10.894651,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,37.44,-13.93,39,235,225,438,-15.3,-18.5
7,"phonememohammadiaSupervised",-3,NA,5,"phonememohammadiaSupervised_005ph-3dB.wav",1.244446,-1.343435,13.172855,-11.902705,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,38.81,-14.16,51,217,232,438,-13.93,-18.73
7,"phonememohammadiaSupervised",-3,NA,10,"phonememohammadiaSupervised_010ph-3dB.wav",1.235277,-1.352604,12.413147,-12.662412,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,38.13,-15.75,43,228,236,438,-14.61,-20.32
7,"phonememohammadiaSupervised",-3,NA,50,"phonememohammadiaSupervised_050ph-3dB.wav",1.358887,-1.228994,12.716064,-12.359496,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,37.21,-12.56,40,235,218,438,-15.53,-17.13
7,"phonememohammadiaSupervised",-3,NA,100,"phonememohammadiaSupervised_100ph-3dB.wav",1.12659,-1.461291,13.153877,-11.921683,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,38.36,-12.56,41,229,223,438,-14.38,-17.13
7,"phonememohammadiaSupervised",-3,NA,500,"phonememohammadiaSupervised_500ph-3dB.wav",1.137096,-1.450785,13.108984,-11.966575,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,38.13,-14.61,52,219,231,438,-14.61,-19.18
7,"phonememohammadiaSupervised",0,NA,1,"phonememohammadiaSupervised_001ph00dB.wav",1.283085,-1.453679,12.882616,-14.607313,"SoI = c3s(m)
Noise = c3f(m)",1.9,2.4,-1.3,36.53,-14.16,54,224,222,438,-19.41,-24.43
7,"phonememohammadiaSupervised",0,NA,5,"phonememohammadiaSupervised_005ph00dB.wav",1.221225,-1.51554,12.297112,-15.192817,"SoI = c3s(m)
Noise = c3f(m)",1.8,2,-2,35.84,-13.24,37,244,215,438,-20.1,-23.51
7,"phonememohammadiaSupervised",0,NA,10,"phonememohammadiaSupervised_010ph00dB.wav",1.36158,-1.375184,12.136848,-15.353081,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,34.7,-9.82,33,253,195,438,-21.24,-20.09
7,"phonememohammadiaSupervised",0,NA,50,"phonememohammadiaSupervised_050ph00dB.wav",1.261643,-1.475121,13.168565,-14.321364,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,37.44,-13.7,52,222,224,438,-18.5,-23.97
7,"phonememohammadiaSupervised",0,NA,100,"phonememohammadiaSupervised_100ph00dB.wav",1.099119,-1.637646,13.069364,-14.420565,"SoI = c3s(m)
Noise = c3f(m)",1.88888888888889,2.22222222222222,-2,36.99,-11.64,50,226,213,438,-18.95,-21.91
7,"phonememohammadiaSupervised",0,NA,500,"phonememohammadiaSupervised_500ph00dB.wav",1.296781,-1.439983,12.412522,-15.077407,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,37.21,-12.79,45,230,219,438,-18.73,-23.06
7,"phonememohammadiaSupervised",3,NA,1,"phonememohammadiaSupervised_001ph03dB.wav",1.314776,-1.582824,13.789822,-15.360165,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,36.76,-11.87,41,236,213,438,-20.09,-22.14
7,"phonememohammadiaSupervised",3,NA,5,"phonememohammadiaSupervised_005ph03dB.wav",1.568471,-1.329129,12.12648,-17.023507,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,36.53,-10.5,49,229,206,438,-20.32,-20.77
7,"phonememohammadiaSupervised",3,NA,10,"phonememohammadiaSupervised_010ph03dB.wav",1.365531,-1.53207,10.928787,-18.2212,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,36.53,-10.05,47,231,204,438,-20.32,-20.32
7,"phonememohammadiaSupervised",3,NA,50,"phonememohammadiaSupervised_050ph03dB.wav",1.105545,-1.792056,12.396269,-16.753718,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,36.99,-9.36,45,231,203,438,-19.86,-19.63
7,"phonememohammadiaSupervised",3,NA,100,"phonememohammadiaSupervised_100ph03dB.wav",1.159217,-1.738384,12.610614,-16.539373,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,36.76,-12.33,41,236,215,438,-20.09,-22.6
7,"phonememohammadiaSupervised",3,NA,500,"phonememohammadiaSupervised_500ph03dB.wav",1.31841,-1.57919,13.048671,-16.101316,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,35.16,-11.19,39,245,203,438,-21.69,-21.46
7,"phonememohammadiaSupervised",6,NA,1,"phonememohammadiaSupervised_001ph06dB.wav",1.329214,-1.724531,14.49273,-16.06408,"SoI = c3s(m)
Noise = c3f(m)",2,2,-1,34.47,-9.36,32,255,192,438,-23.52,-21
7,"phonememohammadiaSupervised",6,NA,5,"phonememohammadiaSupervised_005ph06dB.wav",1.305001,-1.748744,12.685587,-17.871223,"SoI = c3s(m)
Noise = c3f(m)",2,2,-2,34.93,-9.82,42,243,196,438,-23.06,-21.46
7,"phonememohammadiaSupervised",6,NA,10,"phonememohammadiaSupervised_010ph06dB.wav",1.34783,-1.705916,12.351082,-18.205728,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,36.07,-7.99,37,243,193,438,-21.92,-19.63
7,"phonememohammadiaSupervised",6,NA,50,"phonememohammadiaSupervised_050ph06dB.wav",1.249239,-1.804506,13.179379,-17.377431,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,37.9,-7.99,46,226,201,438,-20.09,-19.63
7,"phonememohammadiaSupervised",6,NA,100,"phonememohammadiaSupervised_100ph06dB.wav",1.193578,-1.860168,13.176266,-17.380544,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,34.7,-8.22,35,251,188,438,-23.29,-19.86
7,"phonememohammadiaSupervised",6,NA,500,"phonememohammadiaSupervised_500ph06dB.wav",1.348731,-1.705014,12.241377,-18.315433,"SoI = c3s(m)
Noise = c3f(m)",NA,NA,NA,36.99,-8.45,43,233,199,438,-21,-20.09
8,"mohammadiaOnline",-6,3,NA,"mohammadiaOnline_003ut-6dB.wav",1.745821,-0.532891,6.172367,9.599632,"SoI = c3s(m)
Noise = NOIZEUS car",NA,NA,NA,34.22,-17.47,65,304,290,561,2.49,-6.95
8,"mohammadiaOnline",-3,3,NA,"mohammadiaOnline_003ut-3dB.wav",1.923956,0.060856,5.066572,6.471569,"SoI = c3s(m)
Noise = NOIZEUS car",NA,NA,NA,34.76,-13.9,48,318,273,561,-0.890000000000001,-3.56
8,"mohammadiaOnline",0,3,NA,"mohammadiaOnline_003ut00dB.wav",2.118995,0.036081,4.234488,2.168183,"SoI = c3s(m)
Noise = NOIZEUS car",NA,NA,NA,37.61,-11.05,47,303,273,561,0.359999999999999,-3.39
8,"mohammadiaOnline",0,5,NA,NA,NA,NA,NA,NA,"SoI = c3s(m)
Noise = NOIZEUS car",3.42857142857143,4,1.14285714285714,35.83,-5.53,43,317,232,561,-1.42,2.13
8,"mohammadiaOnline",3,3,NA,"mohammadiaOnline_003ut03dB.wav",2.31426,0.103967,5.964193,0.179892,"SoI = c3s(m)
Noise = NOIZEUS car",NA,NA,NA,37.61,-1.96,57,293,222,561,-0.359999999999999,-1.25
8,"mohammadiaOnline",6,3,NA,"mohammadiaOnline_003ut06dB.wav",2.526401,0.158183,8.819594,2.048592,"SoI = c3s(m)
Noise = NOIZEUS car",NA,NA,NA,40.64,2.14,57,276,216,561,-0.539999999999999,-0.71
8,"mohammadiaSupervised",-6,3,NA,"mohammadiaSupervised_003ut-6dB.wav",1.76228,-0.516431,0.363699,3.790965,"SoI = c3s(m)
Noise = NOIZEUS car",NA,NA,NA,29.95,-6.42,48,345,204,561,-1.78,4.1
8,"mohammadiaSupervised",-3,3,NA,"mohammadiaSupervised_003ut-3dB.wav",1.8378,-0.025301,7.559183,8.96418,"SoI = c3s(m)
Noise = NOIZEUS car",NA,NA,NA,34.58,-6.77,71,296,232,561,-1.07,3.57
8,"mohammadiaSupervised",0,3,NA,"mohammadiaSupervised_003ut00dB.wav",2.038068,-0.044846,8.042793,5.976488,"SoI = c3s(m)
Noise = NOIZEUS car",NA,NA,NA,35.83,-3.74,73,287,222,561,-1.42,3.92
8,"mohammadiaSupervised",0,5,NA,NA,NA,NA,NA,NA,"SoI = c3s(m)
Noise = NOIZEUS car",2.42857142857143,3,-0.285714285714286,34.22,-10.34,47,322,250,561,-3.03,-2.68
8,"mohammadiaSupervised",3,3,NA,"mohammadiaSupervised_003ut03dB.wav",2.123027,-0.087266,8.82179,3.03749,"SoI = c3s(m)
Noise = NOIZEUS car",NA,NA,NA,35.47,2.67,68,294,184,561,-2.5,3.38
8,"mohammadiaSupervised",6,3,NA,"mohammadiaSupervised_003ut06dB.wav",2.291031,-0.077186,10.407495,3.636494,"SoI = c3s(m)
Noise = NOIZEUS car",NA,NA,NA,35.29,6.95,67,296,159,561,-5.89,4.1
8,"IDBM",-6,5,NA,"IDBM_005ut-6dB.wav",1.923499,-0.355212,-9.997784,-6.570518,"SoI = c3s(m)
Noise = NOIZEUS car",NA,NA,NA,23.17,17.65,238,193,31,561,-8.56,28.17
8,"IDBM",-3,5,NA,"IDBM_005ut-3dB.wav",2.397293,0.534192,-9.994634,-8.589637,"SoI = c3s(m)
Noise = NOIZEUS car",NA,NA,NA,21.93,17.47,237,201,25,561,-13.72,27.81
8,"IDBM",0,5,NA,"IDBM_005ut00dB.wav",2.361407,0.278492,-9.992681,-12.058986,"SoI = c3s(m)
Noise = NOIZEUS car",1,1,-2.9,22.28,16.22,253,183,34,561,-14.97,23.88
8,"IDBM",3,5,NA,"IDBM_005ut03dB.wav",1.856009,-0.354284,-9.974432,-15.758733,"SoI = c3s(m)
Noise = NOIZEUS car",NA,NA,NA,21.75,16.04,267,172,32,561,-16.22,16.75
8,"IDBM",6,5,NA,"IDBM_005ut06dB.wav",2.204447,-0.16377,-9.882871,-16.653873,"SoI = c3s(m)
Noise = NOIZEUS car",1,1,-3,21.93,17.11,255,183,27,561,-19.25,14.26
8,"MMSE",-6,5,NA,"MMSE_005ut-6dB.wav",1.646454,-0.632258,4.387066,7.814332,"SoI = c3s(m)
Noise = NOIZEUS car",NA,NA,NA,31.37,-5.7,86,299,208,561,-0.359999999999999,4.82
8,"MMSE",-3,5,NA,"MMSE_005ut-3dB.wav",1.854803,-0.008298,6.838648,8.243644,"SoI = c3s(m)
Noise = NOIZEUS car",NA,NA,NA,30.3,-0.71,68,323,174,561,-5.35,9.63
8,"MMSE",0,5,NA,"MMSE_005ut00dB.wav",2.068142,-0.014772,7.10309,5.036785,"SoI = c3s(m)
Noise = NOIZEUS car",2.9,3.5,1.3,32.98,2.5,63,313,171,561,-4.27,10.16
8,"MMSE",3,5,NA,"MMSE_005ut03dB.wav",2.267992,0.057699,8.32122,2.536919,"SoI = c3s(m)
Noise = NOIZEUS car",NA,NA,NA,36.19,6.06,71,287,169,561,-1.78,6.77
8,"MMSE",6,5,NA,"MMSE_005ut06dB.wav",2.474422,0.106205,12.373455,5.602453,"SoI = c3s(m)
Noise = NOIZEUS car",2,2,-1,40.11,9.8,65,271,170,561,-1.07,6.95
8,"phonemeIDBM",-6,NA,1,"phonemeIDBM_001ph-6dB.wav",3.876161,1.59745,-9.997903,-6.570637,"SoI = c3s(m)
Noise = NOIZEUS car",NA,NA,NA,3.21,3.21,542,1,0,561,-28.52,13.73
