"testNo","algorithm","Input.SNR","utterances","phonemes","filename","pesq","pesqImp","segSNR","segSNRImp","testName","MOS","MOSle","CMOS","PRRcorr","PRRacc","PRRdels","PRRsubs","PRRinss","PRRn","PRRcorrImp","PRRaccImp"
5,"mohammadiaOnline",-3,10,NA,"mohammadiaOnline_010ut-3dB.wav",1.681783,-0.278213,13.152846,7.167443,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,38.4,-13.88,53,271,275,526,-1.33,4.94
5,"mohammadiaOnline",-3,50,NA,"mohammadiaOnline_050ut-3dB.wav",1.737172,-0.222823,9.969705,3.984303,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,38.21,-15.4,50,275,282,526,-1.52,3.42
5,"mohammadiaOnline",-3,80,NA,"mohammadiaOnline_080ut-3dB.wav",1.713225,-0.246771,11.940253,5.95485,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,38.59,-14.45,41,282,279,526,-1.13999999999999,4.37
5,"mohammadiaOnline",0,1,NA,"mohammadiaOnline_001ut00dB.wav",2.004916,-0.114969,15.652274,6.662358,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",2,2.3,-0.3,41.06,-11.41,48,262,276,526,-2.66999999999999,6.84
5,"mohammadiaOnline",0,5,NA,"mohammadiaOnline_005ut00dB.wav",1.957336,-0.162549,14.118751,5.128836,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",2.6,2.6,-0.1,41.06,-10.65,47,263,272,526,-2.66999999999999,7.6
5,"mohammadiaOnline",0,10,NA,"mohammadiaOnline_010ut00dB.wav",1.958173,-0.161712,15.091855,6.101939,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,40.87,-10.27,44,267,269,526,-2.86,7.98
5,"mohammadiaOnline",0,50,NA,"mohammadiaOnline_050ut00dB.wav",1.97293,-0.146956,15.441397,6.451481,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,41.83,-11.22,49,257,279,526,-1.9,7.03
5,"mohammadiaOnline",0,80,NA,"mohammadiaOnline_080ut00dB.wav",1.986094,-0.133791,12.52025,3.530334,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",2.3,2.4,-0.5,41.06,-10.84,42,268,273,526,-2.66999999999999,7.41
5,"mohammadiaOnline",3,1,NA,"mohammadiaOnline_001ut03dB.wav",2.184105,-0.123642,13.5378,1.562617,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,43.73,-7.41,48,248,269,526,-2.28,6.66
5,"mohammadiaOnline",3,5,NA,"mohammadiaOnline_005ut03dB.wav",2.179223,-0.128524,12.833681,0.858499,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,45.06,-6.46,47,242,271,526,-0.949999999999996,7.61
5,"mohammadiaOnline",3,10,NA,"mohammadiaOnline_010ut03dB.wav",2.162979,-0.144768,14.520811,2.545628,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,43.35,-7.22,40,258,266,526,-2.66,6.85
5,"mohammadiaOnline",3,50,NA,"mohammadiaOnline_050ut03dB.wav",2.177924,-0.129823,15.877337,3.902155,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,45.63,-8.17,41,245,283,526,-0.379999999999995,5.9
5,"mohammadiaOnline",3,80,NA,"mohammadiaOnline_080ut03dB.wav",2.170589,-0.137158,13.12721,1.152028,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,43.35,-10.46,44,254,283,526,-2.66,3.61
5,"mohammadiaOnline",6,1,NA,"mohammadiaOnline_001ut06dB.wav",2.379171,-0.093632,12.074922,-2.864527,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",3,2,0,46.01,-5.51,47,237,271,526,-2.66,5.14
5,"mohammadiaOnline",6,5,NA,"mohammadiaOnline_005ut06dB.wav",2.363838,-0.108965,12.330861,-2.608588,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",2,2,0,44.68,-4.37,32,259,258,526,-3.99,6.28
5,"mohammadiaOnline",6,10,NA,"mohammadiaOnline_010ut06dB.wav",2.37727,-0.095533,13.110697,-1.828752,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,45.44,-5.7,37,250,269,526,-3.23,4.95
5,"mohammadiaOnline",6,50,NA,"mohammadiaOnline_050ut06dB.wav",2.365624,-0.107179,17.820875,2.881426,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,46.2,-6.08,50,233,275,526,-2.47,4.57
5,"mohammadiaOnline",6,80,NA,"mohammadiaOnline_080ut06dB.wav",2.366938,-0.105865,13.896404,-1.043045,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",2,2,0,46.2,-4.94,32,251,269,526,-2.47,5.71
5,"mohammadiaSupervised",-6,1,NA,"mohammadiaSupervised_001ut-6dB.wav",1.705277,-0.1196,2.41562,-0.548682,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,38.59,-18.82,46,277,302,526,0,1.52
5,"mohammadiaSupervised",-6,5,NA,"mohammadiaSupervised_005ut-6dB.wav",1.644127,-0.18075,11.428528,8.464227,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,38.78,-19.96,52,270,309,526,0.189999999999998,0.379999999999999
5,"mohammadiaSupervised",-6,10,NA,"mohammadiaSupervised_010ut-6dB.wav",1.649202,-0.175674,7.675193,4.710891,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,38.4,-18.63,43,281,300,526,-0.190000000000005,1.71
5,"mohammadiaSupervised",-6,50,NA,"mohammadiaSupervised_050ut-6dB.wav",1.619229,-0.205648,4.302602,1.3383,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,40.68,-19.2,54,258,315,526,2.09,1.14
5,"mohammadiaSupervised",-6,80,NA,"mohammadiaSupervised_080ut-6dB.wav",1.524572,-0.300305,11.094422,8.130121,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,39.92,-16.54,50,266,297,526,1.33,3.8
5,"mohammadiaSupervised",-3,1,NA,"mohammadiaSupervised_001ut-3dB.wav",1.915236,-0.044759,5.563888,-0.421515,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,39.54,-18.82,49,269,307,526,-0.189999999999998,0
5,"mohammadiaSupervised",-3,5,NA,"mohammadiaSupervised_005ut-3dB.wav",1.693316,-0.26668,6.252857,0.267455,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,40.49,-16.92,43,270,302,526,0.760000000000005,1.9
5,"mohammadiaSupervised",-3,10,NA,"mohammadiaSupervised_010ut-3dB.wav",1.714802,-0.245194,2.297354,-3.688049,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,41.06,-16.92,52,258,305,526,1.33000000000001,1.9
5,"mohammadiaSupervised",-3,50,NA,"mohammadiaSupervised_050ut-3dB.wav",1.673508,-0.286487,1.642226,-4.343177,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,40.3,-17.11,46,268,302,526,0.57,1.71
5,"mohammadiaSupervised",-3,80,NA,"mohammadiaSupervised_080ut-3dB.wav",1.789307,-0.170689,7.010156,1.024753,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,38.97,-17.11,42,279,295,526,-0.759999999999998,1.71
5,"mohammadiaSupervised",0,1,NA,"mohammadiaSupervised_001ut00dB.wav",2.101145,-0.01874,11.622931,2.633015,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",2.3,2.6,0,41.83,-15.78,38,268,303,526,-1.9,2.47
5,"mohammadiaSupervised",0,5,NA,"mohammadiaSupervised_005ut00dB.wav",1.821,-0.298885,6.582616,-2.4073,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",1.6,2,-1.4,44.11,-15.4,49,245,313,526,0.380000000000003,2.85
5,"mohammadiaSupervised",0,10,NA,"mohammadiaSupervised_010ut00dB.wav",1.811785,-0.3081,2.256914,-6.733002,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,43.35,-15.59,42,256,310,526,-0.379999999999995,2.66
5,"mohammadiaSupervised",0,50,NA,"mohammadiaSupervised_050ut00dB.wav",1.806687,-0.313198,2.23313,-6.756786,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,43.16,-13.31,40,259,297,526,-0.57,4.94
5,"mohammadiaSupervised",0,80,NA,"mohammadiaSupervised_080ut00dB.wav",1.893267,-0.226618,7.251077,-1.738838,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",1.8,2,-1.3,42.97,-13.5,42,258,297,526,-0.759999999999998,4.75
5,"mohammadiaSupervised",3,1,NA,"mohammadiaSupervised_001ut03dB.wav",2.238245,-0.069501,15.484998,3.509816,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,43.35,-16.54,39,259,315,526,-2.66,-2.47
5,"mohammadiaSupervised",3,5,NA,"mohammadiaSupervised_005ut03dB.wav",1.966528,-0.341218,4.166239,-7.808943,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,47.15,-7.98,35,243,290,526,1.14,6.09
5,"mohammadiaSupervised",3,10,NA,"mohammadiaSupervised_010ut03dB.wav",1.909045,-0.398701,3.66132,-8.313863,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,45.44,-9.7,33,254,290,526,-0.57,4.37
5,"mohammadiaSupervised",3,50,NA,"mohammadiaSupervised_050ut03dB.wav",1.916705,-0.391042,1.259396,-10.715786,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,45.44,-11.98,31,256,302,526,-0.57,2.09
5,"mohammadiaSupervised",3,80,NA,"mohammadiaSupervised_080ut03dB.wav",2.054446,-0.2533,7.220916,-4.754266,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,46.77,-8.17,40,240,289,526,0.760000000000005,5.9
5,"mohammadiaSupervised",6,1,NA,"mohammadiaSupervised_001ut06dB.wav",2.404686,-0.068117,17.47329,2.533841,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",2,2,0,46.96,-11.41,41,238,307,526,-1.71,-0.76
5,"mohammadiaSupervised",6,5,NA,"mohammadiaSupervised_005ut06dB.wav",2.032455,-0.440348,3.561986,-11.377463,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",1,2,-2,49.43,-7.03,42,224,297,526,0.759999999999998,3.62
5,"mohammadiaSupervised",6,10,NA,"mohammadiaSupervised_010ut06dB.wav",2.050606,-0.422197,3.375902,-11.563548,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,49.43,-6.27,43,223,293,526,0.759999999999998,4.38
5,"mohammadiaSupervised",6,50,NA,"mohammadiaSupervised_050ut06dB.wav",2.060491,-0.412312,0.441932,-14.497518,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,50,-7.6,39,224,303,526,1.33,3.05
5,"mohammadiaSupervised",6,80,NA,"mohammadiaSupervised_080ut06dB.wav",2.162016,-0.310787,6.651498,-8.287951,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",2,2,-1,48.67,-5.89,41,229,287,526,0,4.76
5,"IDBM",-6,5,NA,"IDBM_005ut-6dB.wav",0.97771,-0.847167,-9.982822,-12.947124,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,24.33,19.77,222,176,24,526,-14.26,40.11
5,"IDBM",-3,5,NA,"IDBM_005ut-3dB.wav",0.963589,-0.996407,-9.99608,-15.981483,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,25.48,17.87,240,152,40,526,-14.25,36.69
5,"IDBM",0,5,NA,"IDBM_005ut00dB.wav",0.937114,-1.182771,-9.996225,-18.986141,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",1,1.1,-2.9,25.29,16.16,251,142,48,526,-18.44,34.41
5,"IDBM",3,5,NA,"IDBM_005ut03dB.wav",0.836451,-1.471295,-9.995992,-21.971174,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,23.95,17.11,231,169,36,526,-22.06,31.18
5,"IDBM",6,5,NA,"IDBM_005ut06dB.wav",0.851954,-1.620849,-9.994861,-24.93431,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",1,1,-3,24.33,19.01,217,181,28,526,-24.34,29.66
5,"MMSE",-6,5,NA,"MMSE_005ut-6dB.wav",1.714995,-0.109882,3.792347,0.828046,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,35.36,-10.08,46,294,239,526,-3.23,10.26
5,"MMSE",-3,5,NA,"MMSE_005ut-3dB.wav",1.867342,-0.092654,8.157548,2.172146,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,35.36,-7.41,46,294,225,526,-4.37,11.41
5,"MMSE",0,5,NA,"MMSE_005ut00dB.wav",2.040596,-0.079289,13.109055,4.11914,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",2,2.3,0.4,38.97,-4.37,49,272,228,526,-4.76,13.88
5,"MMSE",3,5,NA,"MMSE_005ut03dB.wav",2.202219,-0.105528,14.618434,2.643252,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,40.68,-3.04,43,269,230,526,-5.33,11.03
5,"MMSE",6,5,NA,"MMSE_005ut06dB.wav",2.373195,-0.099608,15.976859,1.037409,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",2,2,0,41.25,0.95,45,264,212,526,-7.42,11.6
5,"phonemeIDBM",-6,NA,1,"phonemeIDBM_001ph-6dB.wav",2.953607,1.12873,-6.701474,-9.665776,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,2.85,2.85,511,0,0,526,-35.74,23.19
5,"phonemeIDBM",-6,NA,5,"phonemeIDBM_005ph-6dB.wav",1.595159,-0.229718,-9.997275,-12.961577,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,11.41,10.65,437,29,4,526,-27.18,30.99
5,"phonemeIDBM",-6,NA,10,"phonemeIDBM_010ph-6dB.wav",1.955437,0.13056,-9.903151,-12.867453,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,18.06,15.59,338,93,13,526,-20.53,35.93
5,"phonemeIDBM",-3,NA,1,"phonemeIDBM_001ph-3dB.wav",2.731032,0.771036,-9.987766,-15.973169,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,2.66,2.66,512,0,0,526,-37.07,21.48
5,"phonemeIDBM",-3,NA,5,"phonemeIDBM_005ph-3dB.wav",2.438463,0.478467,-9.997203,-15.982606,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,10.84,10.84,431,38,0,526,-28.89,29.66
5,"phonemeIDBM",-3,NA,10,"phonemeIDBM_010ph-3dB.wav",1.630119,-0.329877,-8.473824,-14.459226,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,18.44,16.16,336,93,12,526,-21.29,34.98
5,"phonemeIDBM",0,NA,1,"phonemeIDBM_001ph00dB.wav",2.390058,0.270173,-9.985723,-18.975638,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",1,1,-2.88888888888889,3.23,3.23,509,0,0,526,-40.5,21.48
5,"phonemeIDBM",0,NA,5,"phonemeIDBM_005ph00dB.wav",2.793196,0.673311,-9.997243,-18.987159,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",1,1,-3,10.46,10.46,440,31,0,526,-33.27,28.71
5,"phonemeIDBM",0,NA,10,"phonemeIDBM_010ph00dB.wav",1.508785,-0.6111,-9.98356,-18.973475,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,18.06,17.3,321,110,4,526,-25.67,35.55
5,"phonemeIDBM",3,NA,1,"phonemeIDBM_001ph03dB.wav",2.813889,0.506143,-9.990612,-21.965795,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,3.04,3.04,510,0,0,526,-42.97,17.11
5,"phonemeIDBM",3,NA,5,"phonemeIDBM_005ph03dB.wav",1.876157,-0.431589,-9.997105,-21.972287,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,10.65,10.65,438,32,0,526,-35.36,24.72
5,"phonemeIDBM",3,NA,10,"phonemeIDBM_010ph03dB.wav",1.436214,-0.871533,-9.990286,-21.965468,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,18.06,17.11,325,106,5,526,-27.95,31.18
5,"phonemeIDBM",6,NA,1,"phonemeIDBM_001ph06dB.wav",3.540869,1.068066,-9.991147,-24.930596,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,3.04,3.04,509,1,0,526,-45.63,13.69
5,"phonemeIDBM",6,NA,5,"phonemeIDBM_005ph06dB.wav",2.362832,-0.109971,-9.996971,-24.936421,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",1,1,-3,11.41,11.22,434,32,1,526,-37.26,21.87
5,"phonemeIDBM",6,NA,10,"phonemeIDBM_010ph06dB.wav",1.79693,-0.675873,-9.98876,-24.928209,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,18.44,16.92,322,107,8,526,-30.23,27.57
5,"phonemeMMSE",-6,NA,1,"phonemeMMSE_001ph-6dB.wav",1.714995,-0.109882,3.792347,0.828046,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,35.36,-10.08,46,294,239,526,-3.23,10.26
5,"phonemeMMSE",-6,NA,5,"phonemeMMSE_005ph-6dB.wav",1.714995,-0.109882,3.792347,0.828046,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,35.36,-10.08,46,294,239,526,-3.23,10.26
5,"phonemeMMSE",-6,NA,10,"phonemeMMSE_010ph-6dB.wav",1.714995,-0.109882,3.792347,0.828046,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,35.36,-10.08,46,294,239,526,-3.23,10.26
5,"phonemeMMSE",-3,NA,1,"phonemeMMSE_001ph-3dB.wav",1.867342,-0.092654,8.157548,2.172146,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,35.36,-7.41,46,294,225,526,-4.37,11.41
5,"phonemeMMSE",-3,NA,5,"phonemeMMSE_005ph-3dB.wav",1.867342,-0.092654,8.157548,2.172146,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,35.36,-7.41,46,294,225,526,-4.37,11.41
5,"phonemeMMSE",-3,NA,10,"phonemeMMSE_010ph-3dB.wav",1.867342,-0.092654,8.157548,2.172146,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,35.36,-7.41,46,294,225,526,-4.37,11.41
5,"phonemeMMSE",0,NA,1,"phonemeMMSE_001ph00dB.wav",2.040596,-0.079289,13.109055,4.11914,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",2.44444444444444,2.77777777777778,-0.666666666666667,38.97,-4.37,49,272,228,526,-4.76,13.88
5,"phonemeMMSE",0,NA,5,"phonemeMMSE_005ph00dB.wav",2.040596,-0.079289,13.109055,4.11914,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",2.3,2.4,0.8,38.97,-4.37,49,272,228,526,-4.76,13.88
5,"phonemeMMSE",0,NA,10,"phonemeMMSE_010ph00dB.wav",2.040596,-0.079289,13.109055,4.11914,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,38.97,-4.37,49,272,228,526,-4.76,13.88
5,"phonemeMMSE",3,NA,1,"phonemeMMSE_001ph03dB.wav",2.202219,-0.105528,14.618434,2.643252,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,40.68,-3.04,43,269,230,526,-5.33,11.03
5,"phonemeMMSE",3,NA,5,"phonemeMMSE_005ph03dB.wav",2.202219,-0.105528,14.618434,2.643252,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,40.68,-3.04,43,269,230,526,-5.33,11.03
5,"phonemeMMSE",3,NA,10,"phonemeMMSE_010ph03dB.wav",2.202219,-0.105528,14.618434,2.643252,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,40.68,-3.04,43,269,230,526,-5.33,11.03
5,"phonemeMMSE",6,NA,1,"phonemeMMSE_001ph06dB.wav",2.373195,-0.099608,15.976859,1.037409,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,41.25,0.95,45,264,212,526,-7.42,11.6
5,"phonemeMMSE",6,NA,5,"phonemeMMSE_005ph06dB.wav",2.373195,-0.099608,15.976859,1.037409,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",2,2,0,41.25,0.95,45,264,212,526,-7.42,11.6
5,"phonemeMMSE",6,NA,10,"phonemeMMSE_010ph06dB.wav",2.373195,-0.099608,15.976859,1.037409,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,41.25,0.95,45,264,212,526,-7.42,11.6
5,"phonememodifiedOnline",-6,NA,1,"phonememodifiedOnline_001ph-6dB.wav",1.799858,-0.025019,5.789881,2.825579,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,39.73,-21.1,49,268,320,526,1.13999999999999,-0.760000000000002
5,"phonememodifiedOnline",-6,NA,5,"phonememodifiedOnline_005ph-6dB.wav",1.805408,-0.019469,6.514374,3.550072,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,38.97,-20.15,44,277,311,526,0.379999999999995,0.190000000000001
5,"phonememodifiedOnline",-6,NA,10,"phonememodifiedOnline_010ph-6dB.wav",1.857555,0.032678,6.400333,3.436031,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,39.54,-22.43,54,264,326,526,0.949999999999996,-2.09
5,"phonememodifiedOnline",-6,NA,50,"phonememodifiedOnline_050ph-6dB.wav",1.751579,-0.073298,3.914389,0.950087,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,37.83,-21.86,39,288,314,526,-0.760000000000005,-1.52
5,"phonememodifiedOnline",-3,NA,1,"phonememodifiedOnline_001ph-3dB.wav",1.960691,0.000696,8.360813,2.37541,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,39.92,-22.24,39,277,327,526,0.190000000000005,-3.42
5,"phonememodifiedOnline",-3,NA,5,"phonememodifiedOnline_005ph-3dB.wav",1.960937,0.000941,9.70638,3.720977,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,40.68,-20.34,42,270,321,526,0.950000000000003,-1.52
5,"phonememodifiedOnline",-3,NA,10,"phonememodifiedOnline_010ph-3dB.wav",1.965685,0.005689,9.50187,3.516467,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,40.3,-19.58,43,271,315,526,0.57,-0.759999999999998
5,"phonememodifiedOnline",-3,NA,50,"phonememodifiedOnline_050ph-3dB.wav",1.964366,0.00437,8.680276,2.694873,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,39.92,-20.34,46,270,317,526,0.190000000000005,-1.52
5,"phonememodifiedOnline",0,NA,1,"phonememodifiedOnline_001ph00dB.wav",2.127818,0.007933,11.151024,2.161108,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",2.2,2.4,0.1,41.83,-18.06,32,274,315,526,-1.9,0.190000000000001
5,"phonememodifiedOnline",0,NA,5,"phonememodifiedOnline_005ph00dB.wav",2.119389,-0.000496,12.054713,3.064797,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",2.6,2.4,-0.4,44.49,-16.73,42,250,322,526,0.760000000000005,1.52
5,"phonememodifiedOnline",0,NA,10,"phonememodifiedOnline_010ph00dB.wav",2.123227,0.003342,11.475934,2.486018,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,42.97,-16.16,29,271,311,526,-0.759999999999998,2.09
5,"phonememodifiedOnline",0,NA,50,"phonememodifiedOnline_050ph00dB.wav",2.118171,-0.001714,11.797415,2.807499,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,44.68,-16.92,39,252,324,526,0.950000000000003,1.33
5,"phonememodifiedOnline",3,NA,1,"phonememodifiedOnline_001ph03dB.wav",2.29286,-0.014886,13.916396,1.941214,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,45.25,-11.03,32,256,296,526,-0.759999999999998,3.04
5,"phonememodifiedOnline",3,NA,5,"phonememodifiedOnline_005ph03dB.wav",2.309641,0.001895,13.544971,1.569789,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,47.53,-13.31,43,233,320,526,1.52,0.76
5,"phonememodifiedOnline",3,NA,10,"phonememodifiedOnline_010ph03dB.wav",2.304617,-0.003129,13.96142,1.986238,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,47.34,-14.64,45,232,326,526,1.33000000000001,-0.57
5,"phonememodifiedOnline",3,NA,50,"phonememodifiedOnline_050ph03dB.wav",2.303466,-0.00428,13.187885,1.212703,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,46.39,-14.64,39,243,321,526,0.380000000000003,-0.57
5,"phonememodifiedOnline",6,NA,1,"phonememodifiedOnline_001ph06dB.wav",2.455776,-0.017027,17.03066,2.091211,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",2,2,-2,47.34,-8.75,36,241,295,526,-1.33,1.9
5,"phonememodifiedOnline",6,NA,5,"phonememodifiedOnline_005ph06dB.wav",2.46622,-0.006583,15.705271,0.765821,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",2,2,0,48.29,-9.7,38,234,305,526,-0.380000000000003,0.950000000000001
5,"phonememodifiedOnline",6,NA,10,"phonememodifiedOnline_010ph06dB.wav",2.472539,-0.000264,13.029631,-1.909818,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,48.48,-10.46,41,230,310,526,-0.190000000000005,0.19
5,"phonememodifiedSupervised",-6,NA,1,"phonememodifiedSupervised_001ph-6dB.wav",1.815844,-0.009032,2.964043,-0.000259,"SoI = c3s(m)
Noise = c3f(m)+c3c(f)+c35(m)",NA,NA,NA,38.59,-20.34,40,283,310,526,0,0
