algorithm,filename,Input SNR,utterances,pesq,pesqImp,segSNR,segSNRImp
mohammadiaSupervised,mohammadiaSupervised_005ut00dB.wav,0,5,2.017521,-0.246992,-3.202253,-1.600703
mohammadiaSupervised,mohammadiaSupervised_005ut03dB.wav,3,5,2.419698,-0.037444,-4.153436,-17.418174
mohammadiaSupervised,mohammadiaSupervised_005ut06dB.wav,6,5,2.646170,-0.001339,2.643659,-10.881120
mohammadiaSupervised,mohammadiaSupervised_010ut-3dB.wav,-3,10,2.000742,-0.071710,-5.957561,1.936797
mohammadiaSupervised,mohammadiaSupervised_010ut-6dB.wav,-6,10,1.736656,-0.144807,-7.019113,0.977089
mohammadiaSupervised,mohammadiaSupervised_010ut00dB.wav,0,10,2.003576,-0.260937,-2.608539,-1.006990
mohammadiaSupervised,mohammadiaSupervised_010ut03dB.wav,3,10,2.406923,-0.050220,4.284200,-8.980538
mohammadiaSupervised,mohammadiaSupervised_010ut06dB.wav,6,10,2.636674,-0.010835,0.042365,-13.482414
mohammadiaSupervised,mohammadiaSupervised_015ut-3dB.wav,-3,15,1.965758,-0.106694,-6.744726,1.149633
mohammadiaSupervised,mohammadiaSupervised_015ut-6dB.wav,-6,15,1.798320,-0.083143,-5.939102,2.057100
mohammadiaSupervised,mohammadiaSupervised_015ut00dB.wav,0,15,1.991009,-0.273504,-2.116642,-0.515092
mohammadiaSupervised,mohammadiaSupervised_015ut03dB.wav,3,15,2.378822,-0.078321,3.802478,-9.462261
mohammadiaSupervised,mohammadiaSupervised_015ut06dB.wav,6,15,2.647041,-0.000468,2.307710,-11.217069
mohammadiaSupervised,mohammadiaSupervised_020ut-3dB.wav,-3,20,1.995486,-0.076966,-6.551974,1.342385
mohammadiaSupervised,mohammadiaSupervised_020ut-6dB.wav,-6,20,1.780191,-0.101272,-7.092273,0.903929
mohammadiaSupervised,mohammadiaSupervised_020ut00dB.wav,0,20,1.990878,-0.273636,-2.008394,-0.406844
mohammadiaSupervised,mohammadiaSupervised_020ut03dB.wav,3,20,2.427472,-0.029671,2.073299,-11.191440
mohammadiaSupervised,mohammadiaSupervised_020ut06dB.wav,6,20,2.643304,-0.004205,1.870700,-11.654079
mohammadiaSupervised,mohammadiaSupervised_030ut-3dB.wav,-3,30,2.043028,-0.029424,-5.586615,2.307743
mohammadiaSupervised,mohammadiaSupervised_030ut-6dB.wav,-6,30,1.789547,-0.091916,-6.676697,1.319505
mohammadiaSupervised,mohammadiaSupervised_030ut00dB.wav,0,30,1.992789,-0.271724,-2.371861,-0.770312
mohammadiaSupervised,mohammadiaSupervised_030ut03dB.wav,3,30,2.390763,-0.066380,4.512158,-8.752580
mohammadiaSupervised,mohammadiaSupervised_030ut06dB.wav,6,30,2.658992,0.011483,7.731115,-5.793665
mohammadiaSupervised,mohammadiaSupervised_040ut-3dB.wav,-3,40,2.019882,-0.052570,-6.176931,1.717428
mohammadiaSupervised,mohammadiaSupervised_040ut-6dB.wav,-6,40,1.782531,-0.098932,-7.163657,0.832545
mohammadiaSupervised,mohammadiaSupervised_040ut00dB.wav,0,40,2.031628,-0.232885,-3.068177,-1.466628
mohammadiaSupervised,mohammadiaSupervised_040ut03dB.wav,3,40,2.449929,-0.007214,10.595734,-2.669005
mohammadiaSupervised,mohammadiaSupervised_040ut06dB.wav,6,40,2.633542,-0.013967,6.256772,-7.268008
mohammadiaSupervised,mohammadiaSupervised_050ut-3dB.wav,-3,50,2.032565,-0.039888,-5.547122,2.347237
mohammadiaSupervised,mohammadiaSupervised_050ut-6dB.wav,-6,50,1.809820,-0.071643,-6.656732,1.339470
mohammadiaSupervised,mohammadiaSupervised_050ut00dB.wav,0,50,2.010209,-0.254304,-3.422068,-1.820518
mohammadiaSupervised,mohammadiaSupervised_050ut03dB.wav,3,50,2.438342,-0.018800,6.346113,-6.918625
mohammadiaSupervised,mohammadiaSupervised_050ut06dB.wav,6,50,2.583183,-0.064327,4.359598,-9.165181
mohammadiaSupervised,mohammadiaSupervised_060ut-3dB.wav,-3,60,2.061036,-0.011416,-6.602617,1.291742
mohammadiaSupervised,mohammadiaSupervised_060ut-6dB.wav,-6,60,1.791205,-0.090259,-6.074054,1.922148
mohammadiaSupervised,mohammadiaSupervised_060ut00dB.wav,0,60,2.025377,-0.239136,-2.911218,-1.309668
mohammadiaSupervised,mohammadiaSupervised_060ut03dB.wav,3,60,2.427143,-0.029999,4.783817,-8.480922
mohammadiaSupervised,mohammadiaSupervised_060ut06dB.wav,6,60,2.643307,-0.004202,6.431094,-7.093685
mohammadiaSupervised,mohammadiaSupervised_070ut-3dB.wav,-3,70,2.058162,-0.014290,-5.670701,2.223658
mohammadiaSupervised,mohammadiaSupervised_070ut-6dB.wav,-6,70,1.814019,-0.067444,-6.780156,1.216046
mohammadiaSupervised,mohammadiaSupervised_070ut00dB.wav,0,70,2.041139,-0.223374,-3.948956,-2.347406
mohammadiaSupervised,mohammadiaSupervised_070ut03dB.wav,3,70,2.437422,-0.019720,5.278030,-7.986709
mohammadiaSupervised,mohammadiaSupervised_070ut06dB.wav,6,70,2.640924,-0.006586,4.183060,-9.341719
mohammadiaSupervised,mohammadiaSupervised_080ut-3dB.wav,-3,80,2.018057,-0.054395,-5.462548,2.431811
mohammadiaSupervised,mohammadiaSupervised_080ut-6dB.wav,-6,80,1.814219,-0.067244,-7.558027,0.438175
mohammadiaSupervised,mohammadiaSupervised_080ut00dB.wav,0,80,2.005454,-0.259059,-3.440417,-1.838868
mohammadiaSupervised,mohammadiaSupervised_080ut03dB.wav,3,80,2.450548,-0.006594,7.127194,-6.137544
mohammadiaSupervised,mohammadiaSupervised_080ut06dB.wav,6,80,2.651601,0.004091,5.002723,-8.522056
